500 2500
115 403 48
209 395 75
211 262 85
211 218 96
254 142 50
496 9 68
333 345 37
365 101 14
321 436 7
461 232 8
109 368 19
112 119 48
22 16 44
400 468 58
267 65 27
155 85 24
159 312 10
5 216 99
496 397 25
388 201 22
415 421 10
287 397 85
79 481 82
302 91 41
323 98 9
402 357 88
225 112 15
385 124 71
255 86 30
113 246 86
295 18 31
343 89 28
207 236 31
120 309 40
351 354 36
91 348 40
442 35 8
333 394 6
250 165 67
137 434 51
306 122 43
274 481 52
328 122 98
377 369 76
141 366 32
49 468 10
456 211 87
171 402 57
402 476 24
10 66 37
182 50 95
270 383 31
487 201 69
384 396 40
482 172 21
44 160 85
124 140 52
33 77 28
389 475 32
246 313 100
168 158 26
490 149 93
194 396 51
492 240 43
35 486 92
493 52 99
434 278 53
364 389 82
241 82 96
364 474 55
110 292 23
16 324 59
378 391 90
112 362 31
240 20 71
271 368 52
298 218 30
35 143 14
499 256 83
385 171 25
219 332 16
312 136 22
331 484 34
48 222 93
438 418 11
470 230 3
103 298 93
19 15 6
86 400 58
53 115 83
451 311 46
12 74 15
391 442 32
76 116 43
301 253 78
152 378 22
348 404 70
298 388 5
74 398 66
446 140 50
114 488 57
453 232 60
351 13 16
21 177 68
440 444 71
153 39 66
3 47 79
45 186 43
26 469 50
484 177 8
471 53 46
496 39 19
155 204 77
233 479 84
141 341 46
451 174 36
259 382 34
237 155 2
197 322 85
178 12 83
279 373 61
365 31 74
63 286 20
165 67 46
116 37 60
161 355 58
207 263 34
250 199 81
99 445 14
496 354 67
408 108 43
232 437 89
41 275 11
53 362 15
151 248 24
230 233 76
59 107 33
378 335 29
262 432 32
285 166 13
367 225 47
165 102 47
397 413 30
171 38 69
86 88 69
274 32 64
229 441 68
308 276 85
121 432 79
164 20 70
317 62 61
184 365 92
104 236 33
266 291 64
130 29 77
420 197 75
409 17 92
196 197 30
332 74 48
397 391 17
49 12 39
86 37 63
258 365 27
337 341 6
32 12 34
220 490 20
78 329 37
252 190 5
272 404 4
486 349 74
155 409 57
268 337 78
178 234 7
270 67 59
328 242 66
441 436 66
329 341 56
451 426 39
1 170 49
0 367 45
262 284 1
415 148 31
90 389 44
196 421 36
364 349 62
282 152 58
303 446 87
26 202 100
280 154 95
245 493 91
100 398 5
456 377 30
178 465 13
461 37 10
395 183 86
302 313 73
205 312 62
257 250 1
322 328 6
436 355 11
41 55 96
262 178 62
11 377 57
483 392 79
130 74 47
141 130 8
20 393 67
149 241 90
397 109 79
170 494 2
49 158 69
66 354 99
43 138 82
462 185 94
399 75 72
205 457 2
269 164 37
11 131 5
91 108 76
90 22 42
57 463 52
92 175 61
85 293 21
454 310 60
248 216 35
109 462 30
450 239 97
321 259 3
116 77 17
70 205 47
315 165 83
213 297 66
295 251 99
38 442 9
343 403 26
36 209 83
32 418 87
297 195 43
121 337 63
152 126 38
382 389 53
419 217 58
437 292 72
28 441 68
445 218 72
364 77 11
356 43 15
479 414 56
297 342 41
281 43 95
99 169 96
443 223 22
425 410 87
19 442 91
390 273 30
346 241 37
294 335 3
40 386 27
92 235 83
236 82 71
308 417 20
39 380 21
27 324 58
292 30 46
145 393 35
225 82 92
489 356 24
159 284 80
373 134 44
360 117 61
346 380 87
125 305 24
258 218 52
238 324 37
440 234 12
403 179 11
365 194 91
115 224 100
88 21 67
143 450 18
410 392 100
3 450 8
210 115 20
141 470 10
379 87 10
483 140 55
40 79 84
433 312 66
302 110 52
253 52 29
111 180 44
173 220 63
466 228 35
464 71 88
265 58 46
332 117 29
314 316 47
192 253 67
28 489 72
30 185 68
431 259 75
300 413 52
165 372 84
231 1 51
478 36 84
478 439 52
375 41 44
214 122 32
245 397 54
344 209 45
219 352 39
407 9 53
248 197 70
106 66 90
56 123 51
300 452 60
293 115 21
379 22 51
359 389 99
249 308 75
224 355 71
238 24 87
274 305 75
210 169 97
344 204 40
243 499 36
56 462 11
427 379 38
240 360 3
356 258 11
294 31 11
405 334 3
160 75 19
413 371 95
258 497 19
307 113 64
330 470 84
104 276 98
119 127 84
15 490 34
387 286 50
219 350 30
407 220 91
341 370 61
191 279 28
344 363 7
116 45 29
447 217 86
297 6 54
78 105 59
276 140 37
228 445 16
159 266 61
26 13 8
92 408 18
156 307 96
315 361 58
180 13 99
104 43 68
230 433 84
403 378 71
265 176 46
258 20 81
263 13 46
5 367 24
137 459 54
323 297 4
93 62 11
267 498 37
306 36 51
93 247 94
420 212 96
30 327 76
134 167 66
386 68 73
294 186 3
114 337 84
326 488 26
20 427 11
479 124 2
93 8 25
146 119 38
438 368 1
391 460 72
341 452 66
300 436 52
75 20 63
483 160 60
25 242 28
241 377 80
226 384 18
78 345 68
357 253 2
309 75 54
303 90 65
309 354 37
112 234 18
73 341 43
321 320 61
9 34 63
388 342 92
29 100 86
2 171 43
489 158 19
484 180 71
269 484 79
346 1 36
40 496 44
85 152 59
52 206 38
231 311 74
115 49 4
187 435 71
466 445 79
376 496 90
399 208 74
463 6 52
336 107 35
405 254 96
265 99 82
378 400 18
165 188 35
14 364 78
344 72 50
375 461 77
84 291 55
271 383 76
486 263 62
450 12 83
5 141 89
71 71 94
242 459 2
66 140 85
253 54 100
345 193 7
367 323 21
319 396 17
398 70 4
1 458 5
111 317 77
220 70 78
80 319 36
127 299 88
369 235 26
426 197 92
321 220 48
282 419 9
62 136 39
117 236 27
4 129 68
301 238 91
256 118 54
484 444 18
199 233 83
75 394 47
458 263 79
340 472 17
62 413 13
257 35 1
310 464 67
218 135 95
278 121 35
145 419 13
125 231 80
125 108 54
400 374 94
224 466 4
224 147 16
78 323 88
43 148 55
27 404 62
397 451 32
148 169 26
366 253 92
305 141 5
408 246 49
360 111 55
222 87 45
201 429 20
456 299 52
253 100 76
485 340 62
310 317 40
87 449 35
134 115 54
162 157 97
404 191 64
148 479 81
232 485 73
31 383 30
91 364 20
86 249 16
137 92 16
47 434 88
449 481 75
153 475 45
476 98 13
383 453 29
417 64 21
471 364 62
430 35 92
435 385 46
419 135 47
82 410 18
409 367 59
371 492 82
486 107 15
327 185 80
174 314 53
361 325 77
324 497 25
317 199 98
111 393 30
243 31 53
270 210 60
211 236 12
459 344 41
243 6 87
295 456 98
55 333 54
306 179 95
155 492 38
265 124 38
243 280 61
370 402 100
218 99 97
48 419 11
18 319 3
403 375 37
241 496 32
129 349 34
481 361 46
201 445 70
74 363 76
363 325 93
41 207 50
498 159 61
219 80 39
30 75 51
7 432 28
168 407 5
475 238 33
184 275 17
147 237 52
314 400 77
264 25 13
238 101 90
476 336 69
19 71 91
208 485 61
24 324 11
175 283 11
19 47 84
98 105 81
125 357 29
408 402 74
384 331 95
141 146 15
48 23 62
88 268 15
36 280 100
225 121 25
308 253 63
407 35 54
60 422 31
265 116 16
405 157 60
491 135 26
370 442 11
494 44 98
27 399 30
273 286 49
412 27 25
477 276 94
229 134 93
380 364 98
148 117 31
348 217 56
208 171 35
396 238 4
76 458 11
214 378 29
164 18 54
443 91 69
174 53 92
68 293 23
184 365 63
128 442 92
226 355 95
483 40 10
6 472 65
125 223 96
478 456 87
191 162 51
347 400 18
405 105 5
233 81 88
426 477 100
11 69 12
168 208 55
297 51 10
419 100 41
257 395 83
300 178 56
41 370 20
174 197 5
423 24 31
77 393 46
86 227 73
233 11 27
470 214 23
132 405 99
410 115 18
321 196 91
221 149 91
105 76 45
96 9 68
154 331 22
433 452 1
42 61 60
230 446 8
209 489 81
435 256 46
450 464 92
6 51 50
97 76 74
200 5 23
387 313 43
309 297 10
384 354 76
99 470 87
170 205 72
221 62 61
395 30 72
143 340 81
98 326 65
273 453 9
299 7 7
385 311 64
435 114 56
123 191 69
484 21 87
312 98 50
132 222 29
38 152 73
392 499 77
375 156 76
196 33 10
168 347 29
428 37 76
140 343 95
165 133 64
23 17 94
15 96 11
352 327 5
101 71 58
385 399 70
490 98 37
199 481 50
373 33 71
481 251 85
17 409 15
62 368 99
426 483 81
356 230 87
336 79 14
277 315 18
117 365 85
294 43 94
2 134 97
168 386 6
149 159 74
330 160 61
389 139 14
187 150 26
189 125 43
212 490 5
274 330 2
88 184 46
462 403 44
406 167 55
113 166 3
147 350 79
398 430 77
468 180 61
433 285 100
124 259 41
284 402 11
30 244 32
103 381 30
440 279 58
190 152 92
180 58 90
234 97 51
474 139 76
192 36 18
50 485 31
424 480 71
289 179 53
211 292 7
27 410 15
304 2 93
270 318 83
254 20 4
7 116 23
424 340 54
478 158 99
148 265 39
327 69 67
134 127 31
130 102 8
319 38 14
201 110 95
365 64 58
216 322 69
112 459 48
428 323 55
321 278 79
94 48 9
83 257 48
357 418 68
356 487 87
363 361 81
498 323 23
7 460 82
61 376 67
55 376 52
331 188 48
118 127 62
195 217 55
285 189 16
447 404 100
113 53 75
87 127 18
265 323 3
477 208 69
318 67 68
142 195 16
81 97 35
48 453 31
399 243 1
141 153 21
287 467 78
199 10 32
264 328 78
258 422 56
356 99 65
295 78 73
337 385 53
162 372 51
11 436 61
399 444 100
323 44 86
12 130 44
122 271 69
196 340 36
216 93 43
20 489 36
487 331 90
157 65 63
460 231 61
341 473 75
35 219 32
455 202 79
168 279 44
496 379 91
464 64 72
44 445 40
187 386 21
442 208 76
286 91 49
301 415 62
428 360 99
457 189 10
420 10 68
181 352 22
207 24 8
210 332 92
265 336 8
164 376 98
132 417 45
485 343 65
132 210 42
426 170 6
198 376 74
183 140 18
73 125 43
364 479 30
409 363 10
116 25 20
376 217 84
310 483 79
339 238 88
132 202 10
171 135 5
109 268 95
429 354 1
64 52 63
61 384 46
309 173 18
237 90 88
182 255 73
87 13 50
302 413 71
234 155 79
158 96 89
155 151 48
456 280 76
360 90 37
425 351 48
327 459 73
17 174 31
53 400 39
30 88 1
151 175 15
346 410 64
6 255 47
136 335 97
18 163 59
218 430 24
108 26 76
10 93 41
386 279 11
291 77 72
390 127 98
356 405 56
205 388 17
452 135 64
490 153 24
306 10 46
449 6 86
99 289 94
245 485 25
14 348 96
125 461 9
105 86 5
45 227 66
211 491 33
299 420 14
381 22 80
365 159 16
432 60 81
282 330 65
111 401 39
475 8 14
126 460 99
195 459 79
98 318 67
246 125 9
271 50 17
235 170 29
131 254 65
357 188 13
322 69 67
440 425 98
362 295 70
398 464 61
340 67 89
448 79 96
213 491 34
170 215 16
271 424 22
89 138 92
120 418 68
133 286 29
118 12 25
86 459 76
0 208 79
173 133 86
68 302 72
484 121 62
342 427 69
216 318 8
81 82 81
360 234 47
94 21 85
63 184 88
212 91 35
448 308 44
245 351 52
388 2 34
195 312 87
219 77 12
256 161 22
343 18 20
376 271 48
333 107 31
422 316 77
304 428 70
348 318 40
498 483 64
248 205 8
450 422 72
138 225 87
139 71 94
208 54 28
463 359 90
153 496 24
115 182 62
405 11 50
234 215 74
341 356 74
81 119 2
135 394 16
56 387 13
182 27 45
213 439 31
462 443 20
77 433 84
79 479 35
147 354 74
292 354 12
25 0 3
495 117 73
440 70 42
487 144 68
453 108 78
94 346 15
374 198 93
89 244 40
75 393 20
307 1 60
488 67 14
496 178 74
400 358 55
358 199 32
295 340 42
368 186 9
97 167 23
404 123 23
171 405 32
181 373 31
187 441 49
315 288 37
254 457 48
322 320 11
418 321 75
93 157 98
95 327 22
411 478 85
162 269 75
22 165 36
388 308 86
389 156 48
352 294 69
352 220 59
73 174 77
119 302 37
153 237 75
192 412 82
456 166 50
443 78 76
229 150 19
415 498 20
290 279 13
342 263 37
164 326 6
228 75 94
192 182 24
422 435 36
294 120 5
409 15 15
471 2 11
340 175 79
408 66 14
383 97 54
152 329 79
6 101 15
415 1 86
398 472 39
190 76 42
373 266 8
185 481 2
489 492 87
156 86 21
292 340 52
211 17 61
32 347 13
247 108 67
335 474 35
398 356 83
373 139 11
30 125 37
403 274 92
401 112 85
238 11 15
373 488 41
408 143 94
140 179 37
324 21 92
403 474 24
295 413 39
297 44 88
203 124 64
151 270 41
470 172 74
18 76 67
406 19 32
295 332 93
327 489 95
30 473 31
148 460 68
115 242 57
160 472 23
455 100 69
304 165 73
200 343 42
454 175 30
21 129 2
168 343 71
459 38 47
74 498 94
140 94 56
176 43 98
89 185 41
257 236 22
246 480 97
133 165 87
359 41 48
115 175 69
1 97 55
118 13 74
177 90 90
251 192 83
284 163 43
201 323 33
53 340 82
401 335 72
54 427 84
230 410 51
427 338 42
16 56 79
380 340 19
378 288 51
478 116 73
378 199 24
114 424 58
23 495 62
149 161 38
484 499 23
478 69 6
340 244 95
288 240 37
133 105 61
227 58 82
294 162 38
385 208 78
296 316 66
256 213 26
475 88 2
155 33 1
214 56 20
232 324 3
398 150 67
254 40 97
322 317 57
377 89 5
214 76 42
402 326 90
36 161 46
291 170 46
492 459 7
442 482 46
109 86 97
458 4 99
117 374 44
389 441 94
433 258 55
206 62 3
366 378 53
470 80 22
376 316 48
99 5 51
11 1 25
287 96 63
476 377 59
166 75 89
205 12 37
109 202 8
444 273 29
190 37 47
114 102 24
316 355 70
313 144 88
296 35 80
237 216 1
490 236 42
24 490 66
37 431 21
271 457 50
9 401 56
418 1 57
152 460 82
38 170 7
170 381 96
271 37 71
39 477 70
174 137 60
422 269 19
138 84 41
374 382 20
104 380 34
355 179 98
271 202 5
167 66 53
113 366 2
247 431 50
369 371 36
230 371 8
121 271 85
228 29 40
493 230 96
244 112 87
315 325 85
271 425 50
114 133 21
391 335 75
373 272 91
166 208 79
7 136 16
341 21 41
166 471 91
103 364 60
375 59 92
307 149 83
414 461 44
392 82 24
338 382 15
216 325 54
278 283 8
37 118 71
322 14 40
286 213 20
53 183 88
423 499 78
443 331 75
336 256 58
169 147 37
91 284 75
364 487 40
73 439 25
486 205 31
416 185 40
490 304 64
381 221 65
373 214 97
361 256 65
290 207 54
482 290 43
51 163 47
269 371 51
145 302 86
166 61 79
112 7 1
413 241 15
39 489 3
412 402 36
419 248 41
296 495 35
125 275 2
277 11 29
455 75 71
297 51 18
69 108 75
62 336 79
11 339 26
341 198 100
315 352 2
267 380 11
231 59 35
234 468 21
329 424 8
406 343 100
468 185 42
394 260 69
349 141 29
187 254 17
450 67 15
496 160 26
278 413 13
362 29 20
55 121 62
67 112 48
116 89 15
432 88 52
249 58 15
52 20 93
384 480 87
376 89 86
457 214 88
186 420 5
34 196 49
356 366 76
467 382 30
187 435 77
12 67 50
179 38 1
150 306 6
491 187 99
209 199 82
397 466 48
260 257 68
206 266 18
155 227 80
477 364 96
1 194 40
452 119 75
117 486 98
417 59 52
443 6 9
156 411 89
52 114 62
45 276 64
456 204 24
22 5 34
215 499 42
496 404 72
407 298 50
137 428 42
136 246 75
7 421 30
121 144 48
264 342 45
415 167 56
395 156 15
173 337 9
143 261 16
93 497 38
269 110 78
364 371 94
454 253 45
145 267 95
476 321 90
249 301 77
356 133 81
232 265 2
156 25 16
294 148 17
164 85 68
242 285 93
452 464 88
411 81 7
474 82 14
355 368 67
313 98 5
391 285 58
230 6 81
355 462 49
481 214 53
143 271 34
222 353 3
365 248 23
434 474 25
117 289 80
331 145 22
346 494 36
268 254 49
346 187 50
344 270 35
56 460 53
250 216 65
452 288 77
176 5 30
15 7 51
322 19 57
120 405 16
173 194 32
265 230 33
305 116 6
153 221 97
7 383 65
20 49 14
116 414 23
282 446 11
174 387 99
33 325 43
46 68 12
416 444 96
428 241 34
110 43 90
213 128 98
311 218 47
188 440 9
377 274 36
345 57 68
6 219 63
335 353 24
199 398 10
319 37 82
463 323 13
413 389 78
191 347 14
412 481 7
296 414 56
166 435 93
388 322 57
234 211 21
287 292 63
263 47 76
261 261 18
132 489 29
375 6 90
330 33 81
452 294 80
489 311 78
383 133 54
9 32 47
130 55 30
388 115 25
298 179 86
458 26 73
241 303 5
377 166 98
473 15 8
118 357 51
169 65 19
208 411 18
459 309 96
241 215 62
344 340 30
1 21 17
82 195 34
231 298 15
293 400 42
21 201 59
289 222 70
98 169 37
409 180 7
128 161 99
130 140 100
173 193 88
345 93 57
458 182 15
116 311 55
119 115 29
485 381 37
19 138 79
396 342 4
410 432 89
118 153 27
413 89 53
435 373 64
122 27 73
201 430 99
426 123 9
469 54 27
358 486 84
348 380 44
17 338 76
82 424 3
226 61 48
391 16 23
194 362 15
405 154 23
362 197 69
462 356 93
206 222 38
386 381 79
128 366 100
426 232 13
408 146 19
65 79 47
224 463 28
169 33 5
289 452 14
405 424 77
91 493 20
413 322 24
305 365 15
17 429 23
420 248 33
46 415 88
413 382 65
51 408 82
386 209 76
216 121 19
401 7 66
482 321 61
326 359 79
183 264 14
429 367 42
30 239 100
268 24 13
440 297 43
53 306 62
240 135 4
52 157 50
10 167 86
472 43 66
171 307 15
393 259 30
349 416 19
491 129 88
321 265 13
397 104 85
103 77 42
350 59 65
217 456 100
73 482 63
378 120 48
295 192 58
330 468 42
322 290 46
432 383 76
418 481 7
242 424 2
282 235 52
47 419 19
20 195 52
103 461 9
415 385 61
294 85 12
265 89 7
405 46 76
442 428 87
252 412 34
84 45 11
30 188 38
170 444 50
280 205 52
28 87 84
430 410 53
222 416 14
353 367 75
245 469 29
335 477 7
206 14 84
327 61 20
420 300 66
340 108 8
163 400 83
267 478 90
93 248 67
226 412 64
436 451 61
200 268 25
429 29 79
458 396 5
249 192 91
337 348 18
32 367 66
208 293 43
446 30 79
190 480 5
324 244 88
155 24 74
425 400 71
429 298 52
280 456 4
329 49 19
200 171 81
420 71 99
178 23 57
476 69 63
481 271 83
237 293 23
83 332 68
97 68 3
176 163 26
363 261 68
436 301 12
380 364 27
414 263 26
254 197 92
420 120 20
342 392 1
155 491 39
100 12 85
279 7 82
190 481 60
354 397 35
31 107 8
282 339 86
302 195 73
177 289 77
486 43 32
489 111 84
271 13 15
428 434 18
33 234 97
314 94 25
276 354 22
329 113 20
430 97 66
493 238 20
381 57 43
97 280 38
22 1 67
59 372 86
195 213 73
100 123 35
453 243 65
454 45 65
360 346 39
488 107 58
94 226 62
221 209 84
51 105 30
73 299 5
220 119 26
250 130 64
75 362 97
363 407 89
120 21 62
397 288 21
316 16 57
307 403 99
293 271 21
439 132 75
18 309 21
89 118 66
313 329 44
102 471 47
244 282 82
481 405 10
448 364 89
20 489 74
329 363 66
93 494 70
394 479 34
221 179 81
415 243 60
5 426 96
100 246 21
229 356 58
428 128 64
368 424 73
15 484 57
273 271 1
471 64 38
226 383 29
359 364 89
310 372 48
229 321 88
488 108 76
403 82 73
151 360 17
295 274 45
439 63 17
265 128 7
105 170 26
491 233 58
338 88 17
166 50 67
36 98 99
195 181 89
368 318 62
359 408 78
320 420 83
471 146 94
166 279 85
97 148 41
186 263 76
339 179 59
370 351 21
130 294 82
53 264 37
333 72 12
55 93 81
262 191 52
40 238 53
226 159 79
332 308 63
368 437 13
38 112 70
371 461 96
385 374 48
251 319 40
469 234 61
286 84 66
471 204 44
217 208 9
141 406 4
391 10 67
174 174 60
294 74 5
373 10 91
371 220 4
498 380 26
456 178 82
313 57 44
460 212 97
495 106 20
400 111 99
24 95 32
427 19 21
117 175 43
349 335 39
471 298 61
451 248 20
173 447 25
478 489 40
137 348 45
417 236 19
166 294 99
485 257 5
491 184 83
128 108 30
288 79 33
213 85 68
476 107 77
81 441 63
327 155 17
271 456 85
137 19 32
403 13 18
27 370 48
316 424 85
141 265 59
267 455 59
350 391 72
383 277 89
405 209 100
261 121 66
419 177 74
63 194 65
466 287 76
271 342 78
130 244 67
243 26 40
345 245 18
362 326 8
342 393 44
310 144 94
141 139 65
353 114 68
117 134 8
457 267 65
315 201 8
255 9 45
139 307 51
39 476 25
219 74 34
389 167 78
369 239 1
282 35 48
327 435 48
292 421 57
117 57 95
214 47 3
457 349 9
348 370 49
49 29 53
239 35 73
4 94 57
296 488 47
278 317 43
451 391 94
354 190 10
266 228 7
101 312 1
179 323 14
444 403 39
301 333 92
392 473 47
171 289 80
26 487 52
247 365 68
241 446 62
165 324 89
342 111 39
78 83 78
235 56 50
46 426 2
388 11 86
280 385 88
180 427 87
472 425 9
139 361 82
453 340 5
123 405 50
15 355 85
292 418 51
358 68 41
84 205 50
408 307 76
111 66 14
44 174 66
462 437 82
141 360 40
304 452 40
487 315 76
292 90 65
174 176 57
59 143 46
162 62 92
326 302 21
76 121 60
40 138 64
375 128 82
317 283 79
212 307 29
47 496 70
229 33 1
451 216 44
387 382 32
136 310 56
143 135 88
118 251 24
297 68 71
494 53 39
187 116 97
235 72 2
153 322 22
21 479 24
216 398 55
444 446 55
84 134 100
435 101 51
0 285 18
6 18 60
61 498 69
86 437 34
265 337 75
312 336 76
395 258 46
56 330 62
402 370 96
98 60 25
488 225 15
38 250 22
275 359 96
168 441 61
36 79 49
238 100 59
389 427 34
458 325 96
378 221 53
496 41 87
292 486 53
308 303 47
369 292 8
202 60 97
5 408 57
449 282 8
360 250 8
31 231 58
216 188 12
59 13 90
345 5 74
145 351 4
224 266 52
159 485 93
379 304 12
135 313 54
182 37 6
450 247 31
43 231 11
371 244 62
152 258 31
8 5 4
259 42 98
21 296 76
230 492 66
154 386 80
460 14 60
394 459 35
378 430 73
414 414 59
404 239 8
161 56 10
165 375 70
434 373 53
272 365 97
189 450 18
108 281 91
285 154 40
243 144 23
48 103 60
422 388 18
372 319 63
122 223 54
115 233 22
207 399 90
104 337 79
21 209 19
207 13 57
398 497 41
108 217 38
189 117 83
167 161 39
395 146 11
142 28 70
324 266 46
235 192 30
455 162 50
167 451 97
423 72 96
144 113 98
268 39 100
488 443 53
468 434 73
83 406 52
167 240 89
416 462 37
336 274 18
327 483 62
482 132 62
495 226 88
16 339 77
471 255 29
379 349 1
129 131 87
472 114 59
274 201 3
366 40 10
442 157 44
109 139 91
36 460 24
195 208 15
95 245 54
89 179 85
35 153 29
174 410 52
238 344 18
67 223 54
470 475 74
346 316 85
193 88 39
459 216 31
80 65 22
466 80 66
305 448 59
342 413 87
413 3 59
78 279 48
346 381 95
69 409 7
474 475 67
174 33 92
367 338 10
423 355 68
301 95 58
72 411 9
147 54 59
241 120 18
380 261 93
223 453 24
473 277 44
17 233 22
443 410 21
300 228 96
213 316 46
164 12 90
2 140 28
353 22 33
0 389 52
445 469 80
54 108 57
140 413 66
149 8 57
14 138 51
100 82 14
205 328 27
92 17 46
35 106 13
163 192 5
338 242 53
155 387 94
219 106 71
377 78 100
56 204 56
21 53 72
27 443 24
122 494 21
277 32 82
163 18 23
351 21 94
296 463 77
455 254 64
18 489 52
464 143 96
51 233 11
312 30 34
377 318 23
459 94 66
453 459 37
415 98 25
334 243 93
441 11 34
365 206 6
487 116 79
186 41 91
213 94 40
63 185 44
